Unnamed: 0,Comment,Sentiment
130072,ask people servant tera modi gappu gya bar bye,1
167413,bjp chief addresses rally assamâ kalibor says india develop modiâ leadership videos,2
81454,yogi say saharanpurs congress candidate masood azhars son law surname azhar feel embarasement people call chotta modi,1
137559,hahaha modi really lucky didi,2
172307,sure read english tweets party inthe assembly every member family holding post party fit criticising modi along maran kani rasa shivakumar also list jail,0
17098,introduction course outline basics programming python install anaconda python launch jupyter notebook code ipython shell variables operators python booleans comparisons python useful python functions control flow python functions python modules python strings python important python data structures lists tuples sets dictionaries numpy python data science library pandas python data science python library matplotlib python data science library example project trend analysis data analysis tool built python libraries,1
217299,master calls modi chor already arrested,1
167596,never seen waste political party india people corrupted think oly bout modi modi people scared modiji screw happiness never make money never let people make money waste people wat else den blaming modiji,2
59797,facepalm hope interview choice forced thing,2
148111,mushroom kaam nahi karta haimodi itna mushroom khate hain tab bhi budhe lagte hain serious note really looks old nowadays compare pic,2
88488,called political analysts criticise modi delivered promises even first family accountable judicial system financial fraud investigation agencies sonia rahul vadra bail,2
213546,yes sir modi,1
172177,humble request dear friends lets lose friendship politics make wish today may bjp voters get son like modi congress voters get son like rahul gandhi debate settled,0
54394,happy birthday,2
16548,hermosa elección los mortales abian apreciado tan hermosa mujer hopi sweeter sun hotter joonie cooler yoongy butter son unos de los mejores conciertos mañas se la bzks las elecciones cinematográficas artísticas son brillantes referencias culturales europeas realmente interesantes ojalá la cultura europea se representara más menudo tan bellamente puedo dejar de decir oh esto es hermoso lo largo del video luz en serio el que se encargue de la iluminación genial,1
192290,institutionalizing honesty bringing culture transparency modi hai mumkin hai,1
46549,gave inspiration last update,2
200040,bjp biggest enemies non performing mpswho think modi sail wish modi amit shah strictly tell duty else matter big name must shown mirror,2
108445,modi never supposed india manmohan daredevil economist time turned waste welcome politics professor,2
164297,subtle anti bjp anti modi prodynasty called rationl news reporters double agents scientists cannot exemptions rational iwn way nothing illegal,0
80318,modiji wont tired crying foulmain chowkidar hun desh tijoari panja nahi padne dunga deshbhakt servent people bfr modi govt conveniently changed rules sez adani kick back,0
235521,chor modi pak dilemma youâ dilemma thatâ reason sending loving letters,2
74658,getting additional free day,1
126212,guys ascendency india herevote modi,1
238308,yupp sir think hope solution nda led modi five took steps towards agro interestatleast rahul gandhi congress mentioned something good farmers must give full majority see,2
195478,first things first validated facilitated saffron terror state made rss enter secretariat said godfather saffron terrorists modi manga woh diya nai manga woh diya aur mangne reh gya woh denge,2
130603,indians feel proud feat scientists fail understand journos abhisarsagarikakapri etc toiling hard give credit nehru upa indian scientistsdrdo itni nafrat apne desh kyuki aapko modi pasand nhi hai isliye,0
32078,lady gaga tweeted impressed video leaking know,0
83039,dont say modi stop giving free house cylinder electricity etc etc,2
66087,give contact person makes cheesecakes,1
226509,correct information bsf soldier named tez bahadur yadav deshbhakt going contest election banaras another desh bhakt modi,1
95914,delhi police mohd modi jnu funding mohd modi stopping bjp take action instead perpetual randi rona internet,2
120334,anything modi name wont performbut look outwardly,1
225181,much happening bring back looters understand afraid modi comes back,0
190479,education,1
116312,well factleftist perspective wale hate karte hai modi matter good best gsthate anticorruptionhatesecurityhatejealously extra waleliterallythere manykabhi cacoon bahar niklo duniya smjh aayegi,2
12604,jimmy seeing go around world would one greatest things could ever watch,2
172862,depend state statei seen polls average modi win seatthen seats bodyif less get help,2
112316,modi sir look young turks proposal whats opinion,2
110231,kill modi immediately elections thats prayer submitting answer better yes,2
133734,â tax payer wondering modi spend money clearing lac crore bad loans various corporate houses india crore sardar patelâ statue money could used betterment farmers,0
158534,inference modi discovered escape velocity calculations shot satellite welcome age rhetoric,2
4783,daniel “cojones” go oo,1
128213,guy deals publicity management bjp chowkidar modi receive high level award work,2
232733,wasnt pokhran kept secret modi slams congress,0
204611,desh bachao fir modi lao otherwise mahatuggs mahagathbandhan start loot nation againthey sell india pakistan loot group win even single seatv indians teach lesson dese pakistani lovers teach lessonjai hind,0
201034,bail plea fugitive diamantaire nirav modi rejected london court companies news,1
240608,yep modi deposited lakhs every indian account,1
60590,louise lucky mystery ingredients well,1
97647,done cases mulayam apex court asks cbi wonder mulayam wants modi,2
21595,realizing dont school today tomorrow next months really need get job applications,1
237216,jiyou wish even last ugandan goat twitter open like time choose send private text wishing daybecause open exchange wouldâ undermined election rhetoric dual stance enemy,1
73543,staack pfft dont guts tell say fundraiser like pfft,1
192646,joined bjp modi india,1
179667,date story picked college visited nice cafe instrumental music everything perfect said modi yogiji good development sala left cafe itselfâï¸ rajan oberoi,2
115701,make bright nation bright future vote bjp phir baar modi sarkar sabka sath sabka vikas,2
197427,even bigger modi wave compared,1
16192,absolutely diserves blinding lights ever imagined ms marvel would introduced like awesome theme awesome made u ms marvel born mcu,2
64991,really well stay long needed definitely come visit look forward,2
68605,short usual awesome,2
6951,charles dickens called beatles factor writing could appeal smartest dumbest person room like music beatles,1
42216,got dropped froma coupla ppl following detroit fans,0
94795,hahahaha modi saars old tweets big comedy,2
189723,basis fight modi maybe rahul vadras skill modernise great nation wow,2
56042,rightwe arguing nothingi thought healthy conversation,0
123163,wtfwhat announced isro modi made surgical strike isro btw thought modi declare war pakistan,0
233732,mam congress already lost survive may fight aab baar phirse modi sarkar,1
138777,would india want give modi shameyou bought,1
111530,watson ending axar pateljust like modi end harpic patel,1
218997,modi ever say give lacs pay pocket plz block account modi told black money outside india everyone get lac told source well,0
116473,difference modi karyakarta get petrol money karyakartas still get lunch packets made home distribute meetings,1
114540,love likes â hectic day waiting see youthen flood gates opened excitement rushed broke barriersâ¼ï¸you younger another masterpieces role,2
159822,since modi came rule india democracy became concrete noun abstract noun feel sense touch,2
108883,real politicscongress shown modi jobs bring vidio remarks rate,2
32954,hayes im sharkeez,1
38674,changedd background picnik,1
10201,soy de costa rica pura vida amo dimash el es el mejor del mundo,1
79259,thatvis upa ruling modishah duo letting delhi police job instead duo ordered harassing opposition college students,1
89064,preta uber driver india asked win elections said modi says âyou ruined morningâjald raat neend bhi barbad hogi,2
67216,yep ah dont wanna leave warm doona get hot beveragei guess ill make wo,0
131555,photo shop owner grey hairedat least old modi sab barbad kar diya hai aap supporter friend happy reason shop keeper told aap buzurg log paisa bachata hun main,2
213525,bloody modi defeated bjp loose sure,0
105897,alternate universe speaker worstest worst sanghi hecklers modi modi modi modi indian hence modi,0
207106,promises made modi fulfilled spoken increase million unemployment worked increase became even time wah modi wah,1
151671,dear pulwama attack handy work modi vote bank open secret think terrorists enter india rdx modi says intel security covered playing life crpf,2
171127,cpim manifesto anti modi loot strengthen bank balance anyway cpim disappeared country election,2
236997,mega oppn rally follow live updates,2
102543,give proof modi promise give lakh,1
149514,need stop modi,1
31699,im stuffted gotta gets go netball,1
105970,changing names say didnâ means modi support things donâ want prime minister divides india religious status economical level,2
109624,brither modi get seats gujarat,1
68879,soupysoup time today heinz cream chicken mushroom yum bbl,1
160314,journalist similar mindset like master according enemy door step develop antisatellite missile says think steps ahead thats say country safe hand,2
202574,modi starts campaigning media put bjp winning seat around modiji started campaigning tearing apart opposition campaign adding bjp seats,2
157409,modi talks pulwama attack â politicising air strikes azam khan talks,1
178253,modi cabinet minister space missile tested scientists say ready test timing decided concerned minister one considers opinions non entities like nidhi matters likes would ask satellite debris proof,2
199704,sad parties banking priyankaâ charisma modiâ magic get repeat likes downtoearth lalbahadur shashtri mobilised country green revolution âjaijawan jaikisanâ also led nation victory pak,0
60855,removed paid app missed dozen events months owned would look app minutes event supposed pop showed missed im trying simple calendar testing seems work better,0
135222,modi cronies still believe france help india fulfil ambitions china placed order airbus bigger indiaâ rafale,1
40626,happy mothers day everyone still playing pet society,2
188888,india shoots satellite missile test becoming fourth member super league says modi,2
39977,thank dont care look face,2
31739,griffin spent yesterday nursing one replace vodka wine japanese posh dinner,1
190483,modi claims five years power productive country decades rule parties,2
73955,green day boulevard broken dream hinder lips angel howie day collide nice song,2
55151,crappy day,0
100371,many crores deposit modishah cabal also come traitors called rss family revel godhra massacre gone rss shakes hindi muslim muslim violence preach,2
75935,happy birthday,2
95936,hey â flying next monthâ unlucky modi boarding pass better change line,2
40853,okay cool hope better dreams last week,2
86558,last time people believed modi every citizen get lakhthis time believe get kmonthper family least seems rationallet vote see failed fulfill vote aap deal,0
80594,thats difference grooming good educational institutionsmodi back ground childhood time shared low limited mental approaching peoplesastee shohraat,2
186864,congress blinded antimodi sentiment stopped thinking nations interest narendra modi â¦,1
180208,anti modi wave sweeping nation according bjp means nation antinational,1
153340,modi chors leader,1
8379,personal attention favorite hand movements make eyes really heavy tired love ur vids,2
148192,guru nanak sent good disclipes away enlighten others choose keep good ones protect others modi good need keep suffer inflict others,1
62474,great task project management app user friendly versatile lists sub lists work well list requirements would recommend developers introduce couple improvements difference date plan task deadlinedue date would great able add description deadline sub list thereby creating little projects,2
222008,need upgrade knowledge narendra modis statement dacca shed light indias cunning activities training mukti bahini kader bahini raw read mission raw yadav dead reckoning sarmila bose indians revealing truth,0
134886,congress says nehru say pehle decide kar baith kar nation wants knowjam modi kuch bolte hain sab opposition wale twitter baith kar history sunate hain koi nahin janta keep,2
177693,easy bank credit plan create another nirav modi jokes apart good plan wish would declared years govt power late,2
27838,noooo ill miss much went stag prom high school middle school dances helps,0
197705,narendra modi blasts imran khan says india wont fall pakistans trap terrorism anymore,1
210760,sir modi wave still strong every wave time decided natureand politics nature public indiaso think think much good plans instead changing names planning commission etcjai hind,2
18857,could concise,1
207259,ranting adanipm modi connections years congress banks big adani group,1
216542,dont feel ashamed shekhar due pathological hatred modi lost ability objective logical challenge give name one scheme plan modi discriminates muslims modi believes sabka sat sabka vikas,2
95990,dear army show pic mak ful movie prove show modi heading opratn undrstnd thr elections denying hit near place whr coas missile fired shwn place shwd place abhi mig missile hiding idf pilot,2
211979,lok sabha election vote true patriot honest sri narendra damodar das modi sir vote deshpremik political party bjp nda bjp supporter political partysangathan bhagaban shree vishnu weapon namo namo jai hind bharat mata jai vande maataram,2
190814,narendra modi great india,2
162067,whatâ wrong taking credit work congis crediting nehru isnâ hypocrisy shouldnâ modi take credit surgical strikes well least spine fuck countries talk india,0
216393,people look individuals people look highest leader representing party paerty ideologyes vote case modi rahul bjp congress,1
207238,chidu power many decades zero understanding asat test cannot hidden global powers usa already tracking debris test modi wouldnt disclosed would lead serious consequences intl ramifications,2
171473,goodwill symbolic values south india rahul gandhi narendra modi andothers discuss,1
40020,sauce huh im going california tomorrow morning,1
192576,decision taken countrywide towel barakha dutt scales politicsthere shortage resources country shortage things courage possible modi,1
64585,well done yet thing left huaaahhhhh jupaa resaaaa awas kaliaaannn,1
80988,election loss modi wont able sell tee shirts,2
37238,ahart ah birmingham remember wrox days,1
63979,oliver happy mums day mums guys,0
178407,dusre khamosh bolte bolte aaj khud khamosh gaye itna khouf modi chodkar choro saath scams corruption dalals mafia saath shows actors really actors like kejri team cant trusted nation building kabhi bhi party badal sakte hai apne fade liye,2
239766,forget doesnt even exist bjp modi,1
238660,look data going country minority save constitution people behave good murderer read godhra kand know great leader like atal dont want modi gujrat,2
218278,really want see india grow substantially fields need modi jee minimum years india reach peak,2
171826,narendra modi tries project last stop run general elections pose questions modis personal priorities post via,0
29267,beautiful day im working leaving get sun though,2
195204,economics elections modi wins buy mutual fundsequities govt bonds congress wins buy real estate preferably agriculture land dlf flats front winssell everything buy gold wait next elections within via,2
44372,ooo love bank holiday x,2
207497,hell bent loose anti modi forces pakistan india dethrown india,0
65867,wish yesterday friday,2
213706,villages electrified govt interestingly villages eastern india villages remote corners difficult even reach areas modi govt made,2
130106,opposing national security objection test announcement supreme leader especially mcc place could announcement made def personnel yes india active war warrant announcmnt modi mcc,0
235122,modi knows full use technology connect million people across indiavia videoconferencing tech savvy thinking develop countrythat called forward thinking,2
99855,never understood bjp still persists good nothing bollywoodies good hema malini indiaindians even stand types shaming hinduism kangana preferred hemashatruvinoddharm brigadesic,2
111602,truth toh lakh aney hain aur bas choose karlo corruption corruption lynching modi merchandise,1
30245,come knight well hours,1
86766,doesnt look like modi,1
111464,haha modi attending wedding receptions photography shoots non stop campaigning work,2
213474,mrmodiwhere lakh,1
159655,article gaurdian worst nightmare sure without doubts,0
8028,respect man finished,2
148145,make first duties rest taken care à¤¼à¥à¤¼à¥,2
89663,yes one get lakh believe know lakh black money black money congress responsible asking modi also ask papu,0
39890,heads spinning math started dream formulas good,0
66612,reading maltese sunday newspaper coffee aaaah glorious sundays,2
45277,cullen lol emmett wont dance,1
225035,shall remonetise ever modi demonetised,1
34517,know lots comments return really busy ill get round guys sorry,0
1826,long story short keep convo brief simple cool calm level headed give one word answers full sentence don’t give benefit doubt bigger person favour save heartache trust say works every time giving reason whine complain talk said drama repeats give time energy get less well difficulty becomes easier manage,1
56309,taking break sewing dishes,1
186804,item girl urmila entry politics election congress leader gather khandala government form modi congress feel bad,0
144006,unlike heartless modi,1
179009,reflection â relentless diplomatic campaign indiaâ â global influence terror paying dividends compulsive critics modiâ foreign policy topic pls note explicit support unprecedented,2
25960,hale yeahhh thats coolest part hahaha match grieco,2
192912,brave people keep hope alive better india cartel modiâ media celebrities endorsements bollywood exposed soon,2
13900,nutrition professor thank great resource students,2
21680,omg going die swine flu go melbourne,0
107502,dear biggest reason vote bjp able tweet freely along bjp hating tweets daily pls try going middle east criticize govt even day youll surely respect modi anyways sure wont make sense,2
188423,whole country prepared vote modi rules laws work praising modi,2
157222,methinks time hell make overtly propoganda movie supporting modi bjp till played bit safe,2
82114,people living rooms like shud vote bjp honest poor farmers workers women middle class vote bjp experience mammoth change happened yearsonly benefited schemes know value modi,2
95765,ram manohar lohia would proud nda government modi times india via,2
41751,decided study finger throat making gaging noises hate mfs,0
979,honestly sounded like legitimate prediction last part xd,2
79668,better days expec tons money best cars vote modi,2
13736,love maps fantastic thank putting together super helpful one nitpick microbiology important subject given unicellular microorganisms vastly outnumber multicellular organisms people familiar course may biased since microbiologistanyway keep great work blown away breadth knowledge learned ton scientific fields less familiar work,2
114688,modi couldnt give anyone free money thats reason electing dont get job modi made sure job made much called working dear money work see,2
71998,please allow five habits free version,1
121885,seems modi also unaware timing unlike pms,0
200295,modi basically caught red handed trying brainwash public help get votes,1
216624,modi bjp state government doinghow many lives modi spoilwhen take action blah blah would statements ruling party would bjp since congress party ruling rip,2
208194,want modi,1
140737,salute bravery rana ayyub bravest journalist exposed amit shah modi,1
150083,surgical strike modis jumla poor boy,0
180308,little late,0
234439,modis first jumla starting perhaps best series alive cynical laugh fools country instantly put mantle pied piper,2
200799,interview starcast web seies modi journey common manlinks,0
206897,employed also need better condition work modi govt responsible bad economic policies directly impact working conditions,2
218358,peddled dont scared modi,1
204690,total market capitalization bse crore crore still dogs barking economic condition country poor modi government,0
214460,indias youth unite force world stop led lok sabha election preparations meeting teams north central south bangalore indias youth gonna give fitting reply modis horrors committed past years,2
209882,look said modi,1
47059,boredddddddd work tomorrow sunday hate clarks,0
190221,lok sabha electionsno contest nda win seats modi,2
240478,true jawan follow process skip escalation matrix modi wellwisher jawans jawans vote modi,2
183450,yep want sleep tabhi sab chowkidar bana diya,1
91874,exactly support modi terrorist nature ofc wont want ppl support victoms,2
41638,morning closed eurjpy place stop executed asleep,1
165241,well said collective statement modi,2
4823,magnus lowkey biological chess engine also magnus complete memelord,1
74006,yepraced round cars bikesits awaydont av much motorsport nowits planes n choppers,1
141312,science india shoots satellite test modi hails arrival space power â,0
156566,escape velocity modi could elaborate,2
73795,website buggy enjoyable app however feel almost nonfunctional,1
47182,hi john thanks sharing quote soo true,2
30338,needs mug chinese doesnt feel like,0
146001,congratulations isro drdo indian scientists great news decision action shri narendra modi indian people,2
74564,fix glitch want change streak daily keyboard pops gos super annoying,1
155587,someone started promoting gadkari soon say gadkari better modi wait days,2
115322,true every chor want stop modi,2
146989,shall proudly announce india snake charming space charming salute scientists narendra modi,2
60069,working till playing miley cyrus company radio adele,1
97546,ppl working termite kallu one big supporter anti hindu sentiment cry foul accumulating things try blame modi cost,1
153696,said wont vote modi anti nationalists,1
64989,cant postpone task reminder set invalid already overdue thats reason im postponing,1
114133,may many beneficial schemes upa started continued modithe thing modi obstructing many beneficial schemes narrow interests instead supporting benefit country,2
167487,checked process class bank fraud bank taking money public giving modi fraudster ceo gets handsome commission luxury life want money bank fraud bank,2
7639,random canadian accent nowhere gets every time,0
192988,loot jhoot scoot thats modis friends business way modi runs country hand always stood beside poor proven time india one nation lack means priority,0
112827,church knows even without political support get things done one broken church window modi personally met delegation assured theyll support day bjp gets mps kerala,0
223233,modi removed far,2
186626,thats indian population wants loose pakistanis terrorists actually want win modi single handedly destroyed fabric india,2
60773,big header folio hours sales yet im really impatient lol,0
165838,âfrom uttar uttam pradeshâ modi election rally meerut,1
141535,study research like modi wants take credit croatia entering football world cup finals,2
67556,ui nice task lists useless unless let set start date thought since microsofts task list app would similar features tasks outlook,0
186895,modi biopic producers cite freedom speech,1
158063,fight hatred false promises indian want developmnt whether modi anyone else,0
239219,factor indias population growth literacy means crore people country china number literate people yet achieve lot workinprogress modi put spanner works slowed progress,2
114922,congress rjd doesnt realise defeating bjp bigger role maintaining fortresses expense benefitting bjp modi reduce slaves support kanhiya,1
230425,modi vadodara varanasi whopping minority stay glass houses shouldnt throw stones others,1
221512,read modi place hitler,1
200509,gives ideashooting satelliteshooting helicoptershooting soldiers palwamamodi geneus,2
127294,modi joker,1
215222,banks gave loans gaurs nirav modi mehul joshi mallaya one day sure banks taking long nbcc clear winner,0
57278,thanks followed back,2
208779,going everything scared modi,1
192110,modi mandate unlike cowardly congress respond pakistan language tenure saw pathankot uri deadliest pulwama showing failure strategywill made answer,2
302,know you’ve made life wear glasses like absolute conviction,2
194643,difference whatsoever âmukh patrâ rss âindia todayâ comes propagating invincibility,1
113213,big lieâºimpossible unviable trick counter modi doesnt understand economics âºâºâºâºâº,0
152542,chor modi,1
55377,epic weekend ive atleast year night cap matthes hours sleep days goodnight,2
67979,oh dear hope feeling better soon get nice hot chicken soup,2
26493,needs go back scotty using last year,2
24405,cracking night last night dont think ive ever laughed much nice lazy day today woop,2
72112,happy mothers day moms,2
193924,analysis bjp deliver even core promises manifesto via,1
118420,top top come witty top top trying fool nation whatever lies try good dose pappu medicine mut baar modi baar baar modi har bar modi,2
63063,useless,0
233763,gadha gadha rahega modi didnâ contest varanasi safe seat like pappu fearing certain defeat amethi,2
231525,singh modi decided,1
33792,ahh seen drop tossed thinking turn,1
160291,everything good nehrus visioneverything bad modis failure wah liberal,0
162437,shud congratulated real credit goes envisioned iit infosystcsblockchain script dhoom classic mild cigarettes pulse candy kumkum bhagyaeverything thank family,2
197293,bet never heard modievery speech modi says mere sawa sau karod deshwasiyon man needs treatmentreally bhaiitna jhooth,0
174767,congress social media chairperson writes election commission india social media pages allegedly offering free gifts voters enticing support modi,2
161202,modis speech successful find single sentence trying take credit congratulated isro scientists reiterated indias vision space programs world peace please enlighten much fuss,2
210671,country wants modi,2
121725,present shoking news modi enemy,1
130342,bjp plans mega hangars narendra modiâ brigade rally times india,1
72050,kinda maybe good coffee dilemma tho,1
135503,thanks offer please mind still vote modi,2
717,aaepalaballayannatuopiltteeknsalliaranhodatanatuwaaperatakapuballotuopiltteeknwththajanadipathimandirakawenatuopiaperatahodamahariyavinasakaranesajyoubeththakarapuwadaapihodatadannawakatawhpiyballo,1
132612,announce proud moments earlier government failed kudos modi,2
223941,â modi violated model code conductâ sitaram yechury writes,1
131411,successfully tested antisatellite weapons india successfully tested antisatellite weapon shooting device lowearth orbit announced wednesday prime minister india narendra modi address nation,2
91489,â loving modi finally put india self destruction mode,2
64824,thats awesome man sent affiliate link lol oh well,2
134860,dont know seeing tweets content moditwitter bugging thisi getting without followings liking happening modi addressthis twitter conniving congressinfluencers,1
11553,oi irmão problems tudo bem com você consiga realizar todos os seus sonhos este ano,1
196753,guy calls journalist shame clearly chaat raha hai modi aur journalist bata raha hai khud,2
105740,brahmaputraindiamoskva russiabrahmosbrahmosthis missile system shown good international relationship mrmodi government devlop powerfully,2
227049,shut mouth,1
225906,corruption glue binds congress corrupts narendra modi economic times via,2
170710,breaking news modi called important press briefing address nation please tune incrawalpindi poker face surjewala nehru first decades back modi bayiyo aur behno,2
99972,youll tag modi time,1
141224,modi haters favourite left wings hear entire speech,1
53878,wnt yesterday wish u could go someday uu loove ya,2
168517,â due respect photos modi started speaking stop misinformation,0
119112,indians going start movement people like fought electionskya aap sath hai,1
202275,space says move earth space people india saved next years scientists capable launching special space vehicle,2
185914,really killed soldiers bombed site nobody supported india internationally top modi wishing pakistan day call strong response diplomacy failure called blind support called culturewhat shame,2
84665,desperately trying avoid jail next modi term family knows making false promises come back power aur konsa uski maa desh hai joa lutaanay mai taqleef hoa maal lutaa doa aur jail say bachoa,0
204433,save modi kcrvote cycle vote tdp,1
231314,like india shining last yrs modi,1
85536,people karnataka slap entire family jds leader devgowda upcoming election,1
79114,india needs leader like rahul gandhi liar like narendra modi,1
18165,im amazed seeing understanding every algorithm one day ill also able,2
77378,really think math logically make sense good day percentage success goes bad day goes really defeats point motivation self forgiveness,0
223947,best best wishes shree narendra modi,2
87233,modi lakh given every indian black money italian dancer sonia dynasty comes backpiddi modi didnt gve lakhs rajeev gandhi gareebi hatao piddi waah succh great mass leaderpappu gnadhi remove gareebi electd,2
16604,damn didnt waste time got straight great mating call guy total cream puff needed go,2
14163,man make anything fascinating make want listen,2
210258,think public choose modi changing name states govt also hindustan hindusthan govt totally fail due demonetisation people suffering festival comes money atms states,0
163455,sir cry india canâ survive without modi remember wife yashodaben fine without years happy chor chowkidaar friends ruling side make maam exactly like indira,2
77257,good episode top gear tonight,2
179347,verybad model code conduct,0
156191,board decides future ceo buying behaviour small investors merely one factors affects decision boardbtw new found love modi amusing,2
135394,previous congress govt remote controlled sonia didnt give permission govt gave resources well encourage get credit along drdo scientists,0
48783,industrial tommorow oh yeah get go see bunch old people go away forever probably cry place,0
16670,part movie,1
131285,says currently verifying whether permission taken modi making announcement decide whether take eci,1
121094,bjp internal survey showing modi losing badly panicked modi thinking imposing emergency declaring war pakistan god save,0
30397,packing,1
5074,im looking forward finally notch gone ill believe see far usb c concerned theyre gonna keep lightning long possibly eventually end removing port entirely maybe standard iphone models theyll put usb c theyre forced point pros advanced magsafe primary solution instead regular port,2
85371,air india boarding pass pictures narendra modi,1
210413,suggesting modi running money need rethink entire family living life like priyanka rahul excess luxuries â rather tell rahula priyanka give riches,1
39974,love rains im golfing,2
190235,love modi â¥ï¸â¥ï¸,2
92536,jumlawala modi celebrating jumla imran fake hero modis war pak nothing false drama befooling people,0
5374,pixel smooth android love,2
100975,dynasty politics modi,1
240940,aache sache dinwhile criticise modi need take stock mess like npa mess created congressmodi dug mess every guy borrowed ran away fearing action wud rather congress fake secularism give another chance improve,0
196552,thanks modi denied bail,2
142933,bloody bastard never knew historic important feat achieved drdo announced modi still every right apprise developments india lick feet,0
87278,lets everyone visit new place guys,2
89284,modi promises account masterstroke promises another masterstoke party come populist policy mock hypocrite brahmin,2
150775,awwn comment stop hrt beat thank much,2
92991,âmodi level fakeryâ âgentlemanâ gameâshame,0
85643,whatever modi last yrs disappear year congress comes keen taking india bankruptcy last keep,1
152374,sapot modi election pilz bahi sapot,1
37051,gonna go round dvds sell miss need money,0
152682,even non existent ones shown one made modi lac start,1
134637,pulls railway aviation ministries usage modis photo ticketswhy awayz wrng side law,1
8863,wspanialę można słuchać non stop kochamy cię,2
212689,pinky doesnt even know modi vegetarian,1
191735,got moneyafter got money,1
231389,gathbandhan like group photograph abuse modi former leader amarâ singh,1
47224,dont think catch god yeah imagine theyre feeling,1
191020,real modi hope trust partners least,0
1032,isme ya fir wale variants hone chahiye cooling system seems capable lenovo wale bhi chalak hain agar isme ye cpus de dete legion kaise bechte sab yahi kharidte even price little bit higher normal legion bhai bas ameeron ka laptop ban chuka hai,1
209708,saydelhi get nothing reelecting narendra modi making rahul gandhi really trust might done much delhi par afsos aap bhi waise nikle modifieddelhi get nothing reelecting sir making rahul gandhi regards,2
217501,know students given scholarships years govt heres episode really informative series check series info kaamdaar govt,2
150699,per leftists modi responsible everything bad anything good nothing strange logic think,2
155192,mission shakti drdo exchief former isro chief said upa govt didnâ give nod test modi courage congress thanks nehrufact nehru died isro formed,2
200028,reading newssoon bootlickers gonna shout rant threat democracy shit modis mission shakti address didnt violate model code conduct via,0
29222,tired hearing stories everybody going ibiza,0
160977,yes army air forces navy modi didnt launched guts give head problem guys like cant see anything fake gandhis,0
34604,youre london wow im near,2
210934,nehru rahul gandhi family lying past four generation poverty narendra modi â¦ â¦ â¦,0
153762,nehru bhabadr vikram sarabhai respective teams responsible creating place india world map sciencetechnologyatomic energy space scienceshamelessly modi claims credit good done nehrureally modi shameless,2
84420,days time competitors modi within bjp surfacing scams game plan within bjp keep modi dreams alive,0
103134,look video listen actually said speech modino one promised lakhsyou hallucinate much wishwho cares,2
90333,oops forgot tag daddy narinder modi,1
230615,modi leny nai sary jet girany pry gira another crashed today,1
30713,dont reply none fans dont know trust,0
94282,yes spin master jhootlie modi given much congress terms unemployment yrs high farm distress price rise corruption crony capitalism atter bjp completely rattled expect blogs blog minister,2
153738,glimpse policies initiatives mobilized narendra modi led govt rural development,1
84690,appoint impartial governor pay bribes forgets position holds,1
61084,cant eat hot pocket anymore without thinking jim gaffigan,0
44695,yearling pet home died sad whole family,0
128458,modi blames person dies years back failures okay,2
76269,live new york saturday night finally new one,1
188129,involving politics stupid fellow think modi responsible surely responsible air strike pakistan also,0
152714,nothing theatric modi rather pappu sounded like arrogant moron spoke without details,0
82306,crore poor people get per year word,0
70686,besties twitpic besties,1
81751,one akbar wants modi prove tustful chowkidar one akbar proved trustful enemypakistannow chowkidar kicks ungratefulinsolentgood nothing akbar country proved goid chowkidarakdaruddin shut,2
122317,moment pride every indian follow live updates watch live,2
298,super fascinating although part ear drum able self repair surprising,2
168690,income tax office also established nehru nehru responsible raids happening today dont blame modi,2
206791,india strongest youth power modi broken backs left powerlessjanta maaf nahi karegi,0
85955,question asked modi promised lacs account promised year farmers,1
136816,article dated modi first,2
30543,rey mysterio awesome,2
22583,mothers day good,2
170333,day day falling dignity level soon may leave behind kejriwal dont hate modi,0
172334,wada modishow cliplol,1
200221,â modi best engage pakistan kashmirâ farooq abdullah,2
146574,say frgrance lies lotus flower press button lotus flower look whole india smellfir bar modi sarkar,2
143084,â¢ modi first stubble green revolution started showing results india country become selfsufficient food grainsâ¢ modi still wearing half pant thousands large small industries flourished india,0
48566,nicks voice still makes wanna kill things,0
206542,congress leader chacko says modi negative opinion first family india first family india truly first family india india obliged india india today planning leadership pandit jawaharlal nehru,2
172301,moving canteens buildings outside parks conserving trees improving road quality getting metro work finished time implement suburban rail plan proposed modi government suggestions,1
163308,people chatisgarh repent follies rajastan falls post may,2
3007,cant believe almost year since friday night funkin came,1
140642,sey tayyar drdo thi toh upa ney nod kaahey bloody corrupt party modi sarkar get credit ensured,0
142500,seeks comments makers modis biopic,1
6689,sis got sent mental facility one time breakdown one employees made fun cuts arms… addition another person got hold razor slit wrists everyone witness treated much like prisoners previous asylums system hasn’t changed much unfortunately,0
221,one best cool tech episodes wow pocket operator awesome dont even make music,2
63358,tgif hubby dragged buy car parts tired n cranky,0
3570,stand atozy,2
135698,former drdo cheif says congress denied permission project modi allowed congratulates modi project permission,1
38348,put username wow,2
159495,bsdk modi also ensured sanitisation building toilets bringing power villages thatâ leadership,2
134271,kitna jalre mtlb dum humare chokidar tbhi milkr bus dum lga rhe modi hatao desh bachao sirf modi laga rhe,1
236464,glad like modi work selflessly people hope give full mandate making india great,2
39722,great weekend glad sunny today,2
95101,hahaha funny targeting maligning muslims india modi anything election destroyed image indian people world,2
77165,yet weeks left summer holidays,1
